GENESIS-Tabelle: 21111-9k21
Kommunalprofil: Schulen, Schüler/-innen,;;;;;;;;;;;;;;;;;;
Schulabgänger/-innen und Lehrkräfte an allgemeinbildende;;;;;;;;;;;;;;;;;;
Schulen;;;;;;;;;;;;;;;;;;
Statistik der allgemeinbildenden Schulen;;;;;;;;;;;;;;;;;;
;;;;;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform;Schulform
;;;;;Insgesamt;Grundschulen;Hauptschulen;Volksschulen;Förderschulen Grund-/Hauptschulen;Förderschulen Realschulen/Gymnasien;Realschulen;PRIMUS-Schulen;Sekundarschulen;Gesamtschulen;Gemeinschaftsschulen;Freie Waldorfschulen;Gymnasien;Weiterbildungskollegs
    Düsseldorf, krfr. Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;58173;18372;4691;-;3331;-;6718;-;-;5086;-;511;18413;1051
    Düsseldorf, krfr. Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;58544;18636;5036;-;3377;-;6775;-;-;5121;-;492;17993;1114
    Düsseldorf, krfr. Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;58786;18740;5296;-;3420;-;6952;-;-;5220;-;476;17485;1197
    Düsseldorf, krfr. Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;5515;-;420;-;260;-;1185;-;-;1005;-;35;2430;180
    Düsseldorf, krfr. Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;5460;-;490;-;220;-;1205;-;-;995;-;40;2345;165
    Düsseldorf, krfr. Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;5245;-;480;-;210;-;1120;-;-;895;-;50;2330;165
    Düsseldorf, krfr. Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;5415;-;510;-;215;-;1150;-;-;1005;-;30;2285;215
    Düsseldorf, krfr. Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;5446;-;544;-;240;-;1099;-;-;761;-;43;2509;250
    Düsseldorf, krfr. Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;5476;-;616;-;262;-;1164;-;-;903;-;50;2270;211
    Düsseldorf, krfr. Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;5574;-;712;-;271;-;1085;-;-;851;-;48;2368;239
    Düsseldorf, krfr. Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;5747;-;634;-;287;-;1152;-;-;895;-;55;2480;244
    Düsseldorf, krfr. Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;5901;-;755;-;363;-;1065;-;-;899;-;26;2550;243
    Düsseldorf, krfr. Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;6837;-;766;-;253;-;1055;-;-;919;-;27;3527;290
    Düsseldorf, krfr. Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;5630;-;782;-;288;-;1081;-;-;930;-;22;2246;281
    Düsseldorf, krfr. Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;5617;-;900;-;296;-;1020;-;-;868;-;50;2209;274
    Düsseldorf, krfr. Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;5647;-;948;-;332;-;1081;-;-;782;-;48;2209;247
    Düsseldorf, krfr. Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;5675;-;1036;-;351;-;1144;-;-;738;-;35;2134;237
    Düsseldorf, krfr. Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;5749;-;1009;-;319;-;1144;-;-;846;-;36;2163;232
    Düsseldorf, krfr. Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;5667;-;1084;-;331;-;1134;-;-;844;-;43;1961;270
    Düsseldorf, krfr. Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;5710;-;1067;-;360;-;1141;-;-;971;-;27;1897;247
    Düsseldorf, krfr. Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;5553;-;1111;-;385;-;1152;-;-;812;-;34;1791;268
    Düsseldorf, krfr. Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;5940;1905;260;-;700;-;535;-;-;705;-;40;1750;50
    Düsseldorf, krfr. Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;5780;1845;245;-;670;-;545;-;-;700;-;40;1695;55
    Düsseldorf, krfr. Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;5710;1800;250;-;690;-;530;-;-;685;-;35;1665;55
    Düsseldorf, krfr. Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;5645;1760;255;-;650;-;505;-;-;680;-;40;1690;60
    Düsseldorf, krfr. Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;5356;1658;249;-;617;-;479;-;-;635;-;38;1621;59
    Düsseldorf, krfr. Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;5254;1561;278;-;639;-;450;-;-;616;-;38;1613;59
    Düsseldorf, krfr. Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;5104;1522;282;-;624;-;455;-;-;575;-;37;1547;62
    Düsseldorf, krfr. Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;5021;1478;283;-;664;-;447;-;-;558;-;39;1485;67
    Düsseldorf, krfr. Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;4971;1450;261;-;690;-;430;-;16;523;-;38;1492;71
    Düsseldorf, krfr. Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;4951;1388;285;-;705;-;416;-;10;528;-;37;1508;74
    Düsseldorf, krfr. Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;4974;1317;339;-;678;-;419;-;-;529;-;36;1580;76
    Düsseldorf, krfr. Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;4871;1310;345;-;667;-;405;-;-;508;-;35;1526;75
    Düsseldorf, krfr. Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;4775;1284;350;-;641;-;397;-;-;514;-;48;1470;71
    Düsseldorf, krfr. Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;4638;1288;358;-;623;-;390;-;-;462;-;49;1399;69
    Düsseldorf, krfr. Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;4476;1252;370;-;603;-;388;-;-;445;-;45;1306;67
    Düsseldorf, krfr. Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;4381;1162;372;-;613;-;396;-;-;465;-;44;1258;71
    Düsseldorf, krfr. Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;4391;1138;391;-;643;-;403;-;-;474;-;32;1236;74
    Düsseldorf, krfr. Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;4203;1058;384;-;618;-;404;-;-;469;-;34;1164;72
    Duisburg, krfr. Stadt;2022/23;Schulen;Insgesamt;Anzahl;124;76;1;-;13;-;4;-;2;14;-;1;12;1
    Duisburg, krfr. Stadt;2021/22;Schulen;Insgesamt;Anzahl;125;76;2;-;13;-;4;-;2;14;-;1;12;1
    Duisburg, krfr. Stadt;2020/21;Schulen;Insgesamt;Anzahl;125;76;2;-;13;-;4;-;2;14;-;1;12;1
    Duisburg, krfr. Stadt;2019/20;Schulen;Insgesamt;Anzahl;127;76;3;-;13;-;5;-;3;13;-;1;12;1
    Duisburg, krfr. Stadt;2018/19;Schulen;Insgesamt;Anzahl;130;76;4;-;13;-;7;-;3;13;-;1;12;1
    Duisburg, krfr. Stadt;2017/18;Schulen;Insgesamt;Anzahl;132;76;6;-;13;-;7;-;3;13;-;1;12;1
    Duisburg, krfr. Stadt;2016/17;Schulen;Insgesamt;Anzahl;134;77;6;-;14;-;7;-;3;13;-;1;12;1
    Duisburg, krfr. Stadt;2015/16;Schulen;Insgesamt;Anzahl;137;77;6;-;16;-;8;-;3;13;-;1;12;1
    Duisburg, krfr. Stadt;2014/15;Schulen;Insgesamt;Anzahl;142;79;9;-;16;-;9;-;2;13;-;1;12;1
    Duisburg, krfr. Stadt;2013/14;Schulen;Insgesamt;Anzahl;146;82;11;-;17;-;9;-;-;13;-;1;12;1
    Duisburg, krfr. Stadt;2012/13;Schulen;Insgesamt;Anzahl;147;82;12;-;17;-;9;-;-;13;-;1;12;1
    Duisburg, krfr. Stadt;2011/12;Schulen;Insgesamt;Anzahl;150;83;14;-;17;-;9;-;-;13;-;1;12;1
    Duisburg, krfr. Stadt;2010/11;Schulen;Insgesamt;Anzahl;152;85;14;-;17;-;10;-;-;13;-;-;12;1
    Duisburg, krfr. Stadt;2009/10;Schulen;Insgesamt;Anzahl;157;86;17;-;17;-;10;-;-;13;-;-;13;1
    Duisburg, krfr. Stadt;2008/09;Schulen;Insgesamt;Anzahl;158;86;18;-;17;-;10;-;-;13;-;-;13;1
    Duisburg, krfr. Stadt;2007/08;Schulen;Insgesamt;Anzahl;161;88;19;-;17;-;10;-;-;13;-;-;13;1
    Duisburg, krfr. Stadt;2006/07;Schulen;Insgesamt;Anzahl;161;88;19;-;17;-;10;-;-;13;-;-;13;1
    Duisburg, krfr. Stadt;2005/06;Schulen;Insgesamt;Anzahl;162;89;19;-;17;-;10;-;-;13;-;-;13;1
    Duisburg, krfr. Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;54610;19880;250;-;2690;-;2555;-;1625;16130;-;180;11050;245
    Duisburg, krfr. Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;53180;18920;365;-;2565;-;2585;-;1575;15965;-;195;10735;275
    Duisburg, krfr. Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;52475;18615;480;-;2455;-;2625;-;1605;15565;-;180;10690;265
    Duisburg, krfr. Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;52215;18400;615;-;2435;-;2720;-;2345;14545;-;170;10730;255
    Duisburg, krfr. Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;52132;18203;811;-;2375;-;3213;-;1875;14401;-;168;10827;259
    Duisburg, krfr. Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;52307;18075;1150;-;2308;-;3590;-;1387;14444;-;147;10959;247
    Duisburg, krfr. Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;51753;17562;1380;-;2267;-;3870;-;970;14238;-;133;11081;252
    Duisburg, krfr. Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;50916;16783;1566;-;2209;-;4127;-;570;14173;-;106;11089;293
    Duisburg, krfr. Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;51217;16769;1876;-;2285;-;4491;-;223;13982;-;129;11208;254
    Duisburg, krfr. Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;51816;16641;2351;-;2362;-;4834;-;-;13895;-;138;11297;298
    Duisburg, krfr. Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;53381;17013;2870;-;2326;-;5034;-;-;13661;-;105;12100;272
    Duisburg, krfr. Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;54733;17619;3257;-;2393;-;5205;-;-;13568;-;121;12267;303
    Duisburg, krfr. Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;55228;17828;3659;-;2506;-;5266;-;-;13415;-;-;12274;280
    Duisburg, krfr. Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;56060;18131;4139;-;2480;-;5417;-;-;13172;-;-;12427;294
    Duisburg, krfr. Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;57110;18495;4583;-;2518;-;5634;-;-;13035;-;-;12547;298
    Duisburg, krfr. Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;58547;19164;5061;-;2589;-;5869;-;-;12945;-;-;12610;309
    Duisburg, krfr. Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;60129;19898;5554;-;2699;-;5955;-;-;13079;-;-;12599;345
    Duisburg, krfr. Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;61154;20297;6109;-;2711;-;6160;-;-;13129;-;-;12362;386
    Duisburg, krfr. Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;4640;-;150;-;260;-;450;-;190;2150;-;15;1375;50
    Duisburg, krfr. Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;4505;-;125;-;230;-;490;-;260;1950;-;15;1385;50
    Duisburg, krfr. Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;4510;-;125;-;250;-;480;-;195;2035;-;20;1370;30
    Duisburg, krfr. Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;4835;-;245;-;225;-;825;-;15;2130;-;15;1345;35
    Duisburg, krfr. Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;4902;-;386;-;211;-;784;-;-;2177;-;8;1295;41
    Duisburg, krfr. Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;4834;-;327;-;201;-;757;-;-;2135;-;15;1348;51
    Duisburg, krfr. Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;5141;-;400;-;217;-;795;-;-;2278;-;5;1395;51
    Duisburg, krfr. Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;4904;-;414;-;250;-;805;-;-;1945;-;8;1439;43
    Duisburg, krfr. Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;5305;-;634;-;280;-;871;-;-;2045;-;-;1422;53
    Duisburg, krfr. Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;6065;-;694;-;221;-;900;-;-;1986;-;-;2211;53
    Duisburg, krfr. Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;5471;-;678;-;287;-;840;-;-;1997;-;-;1613;56
    Duisburg, krfr. Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;5057;-;765;-;257;-;794;-;-;1858;-;-;1344;39
    Duisburg, krfr. Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;5427;-;891;-;301;-;907;-;-;1875;-;-;1401;52
    Duisburg, krfr. Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;5696;-;1009;-;333;-;995;-;-;1945;-;-;1379;35
    Duisburg, krfr. Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;5749;-;1126;-;308;-;999;-;-;1966;-;-;1281;69
    Duisburg, krfr. Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;5905;-;1303;-;335;-;986;-;-;2009;-;-;1208;64
    Duisburg, krfr. Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;5734;-;1205;-;307;-;1052;-;-;1968;-;-;1172;30
    Duisburg, krfr. Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;5371;-;1220;-;274;-;860;-;-;1865;-;-;1087;65
    Duisburg, krfr. Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;4795;1495;35;-;435;-;195;-;150;1495;-;15;955;20
    Duisburg, krfr. Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;4690;1440;55;-;445;-;180;-;155;1435;-;20;940;15
    Duisburg, krfr. Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;4655;1400;65;-;455;-;175;-;150;1445;-;15;935;15
    Duisburg, krfr. Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;4590;1385;80;-;435;-;185;-;200;1325;-;20;950;15
    Duisburg, krfr. Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;4423;1315;94;-;428;-;200;-;156;1263;-;18;930;19
    Duisburg, krfr. Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;4367;1225;132;-;430;-;224;-;110;1266;-;18;944;18
    Duisburg, krfr. Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;4237;1155;147;-;432;-;238;-;77;1237;-;18;915;18
    Duisburg, krfr. Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;4217;1167;178;-;444;-;255;-;49;1192;-;20;894;18
    Duisburg, krfr. Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;4295;1182;219;-;450;-;288;-;16;1191;-;18;912;19
    Duisburg, krfr. Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;4385;1157;293;-;465;-;323;-;-;1160;-;15;953;19
    Duisburg, krfr. Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;4408;1201;317;-;480;-;294;-;-;1097;-;14;987;18
    Duisburg, krfr. Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;4482;1182;355;-;474;-;325;-;-;1119;-;13;996;18
    Duisburg, krfr. Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;4372;1195;366;-;458;-;339;-;-;1071;-;-;924;19
    Duisburg, krfr. Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;4331;1217;390;-;459;-;339;-;-;1027;-;-;881;18
    Duisburg, krfr. Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;4351;1218;422;-;489;-;328;-;-;1007;-;-;869;18
    Duisburg, krfr. Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;4406;1232;452;-;491;-;341;-;-;1012;-;-;858;20
    Duisburg, krfr. Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;4499;1247;483;-;525;-;347;-;-;1010;-;-;867;20
    Duisburg, krfr. Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;4326;1202;479;-;497;-;353;-;-;986;-;-;790;19
    Essen, krfr. Stadt;2022/23;Schulen;Insgesamt;Anzahl;149;84;4;-;16;-;14;-;1;7;-;1;20;2
    Essen, krfr. Stadt;2021/22;Schulen;Insgesamt;Anzahl;150;84;4;-;16;-;14;-;1;7;-;1;20;3
    Essen, krfr. Stadt;2020/21;Schulen;Insgesamt;Anzahl;150;84;4;-;16;-;14;-;1;7;-;1;20;3
    Essen, krfr. Stadt;2019/20;Schulen;Insgesamt;Anzahl;151;84;5;-;16;-;13;-;1;7;-;1;21;3
    Essen, krfr. Stadt;2018/19;Schulen;Insgesamt;Anzahl;150;84;4;-;16;-;13;-;1;7;-;1;21;3
    Essen, krfr. Stadt;2017/18;Schulen;Insgesamt;Anzahl;149;84;4;-;16;-;12;-;1;7;-;1;21;3
    Essen, krfr. Stadt;2016/17;Schulen;Insgesamt;Anzahl;152;84;5;-;16;-;13;-;1;8;-;1;21;3
    Essen, krfr. Stadt;2015/16;Schulen;Insgesamt;Anzahl;154;84;6;-;16;-;14;-;1;8;-;1;21;3
    Essen, krfr. Stadt;2014/15;Schulen;Insgesamt;Anzahl;155;84;6;-;17;-;14;-;1;8;-;1;21;3
    Essen, krfr. Stadt;2013/14;Schulen;Insgesamt;Anzahl;157;85;6;-;18;-;14;-;1;8;-;1;21;3
    Essen, krfr. Stadt;2012/13;Schulen;Insgesamt;Anzahl;163;87;6;-;22;-;14;-;1;8;-;1;21;3
    Essen, krfr. Stadt;2011/12;Schulen;Insgesamt;Anzahl;167;89;8;-;22;-;15;-;-;8;-;1;21;3
    Essen, krfr. Stadt;2010/11;Schulen;Insgesamt;Anzahl;174;91;13;-;22;-;15;-;-;8;-;1;21;3
    Essen, krfr. Stadt;2009/10;Schulen;Insgesamt;Anzahl;180;96;14;-;22;-;15;-;-;8;-;1;21;3
    Essen, krfr. Stadt;2008/09;Schulen;Insgesamt;Anzahl;181;97;14;-;22;-;15;-;-;8;-;1;21;3
    Essen, krfr. Stadt;2007/08;Schulen;Insgesamt;Anzahl;183;99;14;-;22;-;15;-;-;8;-;1;21;3
    Essen, krfr. Stadt;2006/07;Schulen;Insgesamt;Anzahl;188;104;14;-;22;-;15;-;-;8;-;1;21;3
    Essen, krfr. Stadt;2005/06;Schulen;Insgesamt;Anzahl;190;106;14;-;22;-;15;-;-;8;-;1;21;3
    Essen, krfr. Stadt;2022/23;Schüler/-innen;Insgesamt;Anzahl;63075;22000;1275;-;3655;-;7675;-;935;8120;-;655;17995;765
    Essen, krfr. Stadt;2021/22;Schüler/-innen;Insgesamt;Anzahl;61585;20930;1285;-;3490;-;7675;-;935;8100;-;615;17685;865
    Essen, krfr. Stadt;2020/21;Schüler/-innen;Insgesamt;Anzahl;61230;20395;1265;-;3365;-;7705;-;935;8140;-;625;17740;1060
    Essen, krfr. Stadt;2019/20;Schüler/-innen;Insgesamt;Anzahl;60770;19940;1385;-;3305;-;7590;-;930;8155;-;635;17665;1165
    Essen, krfr. Stadt;2018/19;Schüler/-innen;Insgesamt;Anzahl;60584;19825;1435;-;3150;-;7498;-;931;8216;-;655;17671;1203
    Essen, krfr. Stadt;2017/18;Schüler/-innen;Insgesamt;Anzahl;60487;19779;1436;-;3027;-;7278;-;951;8307;-;661;17896;1152
    Essen, krfr. Stadt;2016/17;Schüler/-innen;Insgesamt;Anzahl;59738;19493;1520;-;2999;-;7143;-;803;8447;-;656;17607;1070
    Essen, krfr. Stadt;2015/16;Schüler/-innen;Insgesamt;Anzahl;58818;18865;1651;-;2960;-;7154;-;651;8562;-;659;17175;1141
    Essen, krfr. Stadt;2014/15;Schüler/-innen;Insgesamt;Anzahl;59091;18719;1870;-;3065;-;7042;-;500;8784;-;664;17220;1227
    Essen, krfr. Stadt;2013/14;Schüler/-innen;Insgesamt;Anzahl;59611;18582;2027;-;3239;-;7219;-;347;9083;-;680;17257;1177
    Essen, krfr. Stadt;2012/13;Schüler/-innen;Insgesamt;Anzahl;61593;18575;2294;-;3377;-;7410;-;173;9241;-;680;18655;1188
    Essen, krfr. Stadt;2011/12;Schüler/-innen;Insgesamt;Anzahl;62760;18690;2716;-;3467;-;7677;-;-;9344;-;688;18952;1226
    Essen, krfr. Stadt;2010/11;Schüler/-innen;Insgesamt;Anzahl;63500;18722;3119;-;3550;-;7799;-;-;9297;-;690;19122;1201
    Essen, krfr. Stadt;2009/10;Schüler/-innen;Insgesamt;Anzahl;64265;18942;3492;-;3646;-;7883;-;-;9194;-;696;19253;1159
    Essen, krfr. Stadt;2008/09;Schüler/-innen;Insgesamt;Anzahl;65041;19251;3934;-;3720;-;8057;-;-;9049;-;674;19280;1076
    Essen, krfr. Stadt;2007/08;Schüler/-innen;Insgesamt;Anzahl;66267;19766;4283;-;3760;-;8332;-;-;8986;-;692;19359;1089
    Essen, krfr. Stadt;2006/07;Schüler/-innen;Insgesamt;Anzahl;67493;20448;4625;-;3755;-;8674;-;-;9043;-;688;19081;1179
    Essen, krfr. Stadt;2005/06;Schüler/-innen;Insgesamt;Anzahl;68535;20870;4949;-;3703;-;8980;-;-;9200;-;668;18880;1285
    Essen, krfr. Stadt;2021/22;Schulabgänger/-innen;Insgesamt;Anzahl;5775;-;225;-;350;-;1155;-;145;1310;-;45;2390;150
    Essen, krfr. Stadt;2020/21;Schulabgänger/-innen;Insgesamt;Anzahl;5705;-;255;-;300;-;1255;-;140;1260;-;50;2270;170
    Essen, krfr. Stadt;2019/20;Schulabgänger/-innen;Insgesamt;Anzahl;5600;-;240;-;290;-;1060;-;145;1220;-;50;2435;160
    Essen, krfr. Stadt;2018/19;Schulabgänger/-innen;Insgesamt;Anzahl;5435;-;220;-;360;-;1070;-;160;1270;-;85;2145;130
    Essen, krfr. Stadt;2017/18;Schulabgänger/-innen;Insgesamt;Anzahl;5486;-;239;-;323;-;999;-;167;1286;-;56;2265;151
    Essen, krfr. Stadt;2016/17;Schulabgänger/-innen;Insgesamt;Anzahl;5789;-;283;-;317;-;1162;-;-;1600;-;48;2192;187
    Essen, krfr. Stadt;2015/16;Schulabgänger/-innen;Insgesamt;Anzahl;5731;-;308;-;306;-;1237;-;-;1429;-;44;2212;195
    Essen, krfr. Stadt;2014/15;Schulabgänger/-innen;Insgesamt;Anzahl;6059;-;425;-;364;-;1209;-;-;1465;-;48;2373;175
    Essen, krfr. Stadt;2013/14;Schulabgänger/-innen;Insgesamt;Anzahl;6078;-;511;-;388;-;1229;-;-;1474;-;55;2238;183
    Essen, krfr. Stadt;2012/13;Schulabgänger/-innen;Insgesamt;Anzahl;7537;-;571;-;356;-;1250;-;-;1346;-;48;3629;337
    Essen, krfr. Stadt;2011/12;Schulabgänger/-innen;Insgesamt;Anzahl;6362;-;675;-;332;-;1305;-;-;1351;-;47;2407;245
    Essen, krfr. Stadt;2010/11;Schulabgänger/-innen;Insgesamt;Anzahl;6261;-;730;-;367;-;1313;-;-;1311;-;50;2266;224
    Essen, krfr. Stadt;2009/10;Schulabgänger/-innen;Insgesamt;Anzahl;6301;-;782;-;362;-;1305;-;-;1313;-;48;2274;217
    Essen, krfr. Stadt;2008/09;Schulabgänger/-innen;Insgesamt;Anzahl;6322;-;897;-;373;-;1312;-;-;1263;-;63;2206;208
    Essen, krfr. Stadt;2007/08;Schulabgänger/-innen;Insgesamt;Anzahl;6468;-;896;-;368;-;1508;-;-;1301;-;54;2157;184
    Essen, krfr. Stadt;2006/07;Schulabgänger/-innen;Insgesamt;Anzahl;6744;-;1021;-;431;-;1565;-;-;1388;-;65;2011;263
    Essen, krfr. Stadt;2005/06;Schulabgänger/-innen;Insgesamt;Anzahl;6396;-;969;-;335;-;1346;-;-;1515;-;49;2007;175
    Essen, krfr. Stadt;2004/05;Schulabgänger/-innen;Insgesamt;Anzahl;6260;-;1015;-;381;-;1385;-;-;1369;-;47;1845;218
    Essen, krfr. Stadt;2022/23;Lehrkräfte;Insgesamt;Anzahl;5670;1620;135;-;715;-;615;-;80;810;-;90;1560;45
    Essen, krfr. Stadt;2021/22;Lehrkräfte;Insgesamt;Anzahl;5605;1595;135;-;695;-;590;-;80;790;-;95;1550;65
    Essen, krfr. Stadt;2020/21;Lehrkräfte;Insgesamt;Anzahl;5450;1510;140;-;660;-;555;-;80;770;-;105;1555;75
    Essen, krfr. Stadt;2019/20;Lehrkräfte;Insgesamt;Anzahl;5430;1520;125;-;645;-;525;-;80;770;-;110;1580;75
    Essen, krfr. Stadt;2018/19;Lehrkräfte;Insgesamt;Anzahl;5275;1416;131;-;642;-;489;-;83;774;-;102;1571;67
    Essen, krfr. Stadt;2017/18;Lehrkräfte;Insgesamt;Anzahl;5061;1326;123;-;622;-;474;-;77;744;-;101;1524;70
    Essen, krfr. Stadt;2016/17;Lehrkräfte;Insgesamt;Anzahl;5047;1336;154;-;619;-;443;-;65;780;-;94;1485;71
    Essen, krfr. Stadt;2015/16;Lehrkräfte;Insgesamt;Anzahl;5115;1302;174;-;683;-;446;-;53;815;-;78;1492;72
    Essen, krfr. Stadt;2014/15;Lehrkräfte;Insgesamt;Anzahl;5005;1256;197;-;703;-;444;-;38;769;-;77;1449;72
    Essen, krfr. Stadt;2013/14;Lehrkräfte;Insgesamt;Anzahl;5162;1328;219;-;722;-;449;-;27;775;-;71;1494;77
    Essen, krfr. Stadt;2012/13;Lehrkräfte;Insgesamt;Anzahl;5220;1228;248;-;747;-;482;-;15;796;-;71;1556;77
    Essen, krfr. Stadt;2011/12;Lehrkräfte;Insgesamt;Anzahl;5117;1222;270;-;702;-;500;-;-;762;-;81;1505;75
    Essen, krfr. Stadt;2010/11;Lehrkräfte;Insgesamt;Anzahl;5206;1245;294;-;701;-;488;-;-;778;-;81;1544;75
    Essen, krfr. Stadt;2009/10;Lehrkräfte;Insgesamt;Anzahl;5094;1247;326;-;711;-;491;-;-;749;-;86;1409;75
    Essen, krfr. Stadt;2008/09;Lehrkräfte;Insgesamt;Anzahl;5002;1229;342;-;694;-;485;-;-;723;-;93;1362;74
    Essen, krfr. Stadt;2007/08;Lehrkräfte;Insgesamt;Anzahl;4978;1234;365;-;685;-;496;-;-;706;-;95;1321;76
    Essen, krfr. Stadt;2006/07;Lehrkräfte;Insgesamt;Anzahl;5017;1242;384;-;676;-;526;-;-;719;-;81;1309;80
    Essen, krfr. Stadt;2005/06;Lehrkräfte;Insgesamt;Anzahl;4843;1167;365;-;660;-;517;-;-;721;-;76;1260;77
